unique_id,razon_social,clientes,year,empleados,sedes,Ventas en millones
3082793,TROFEPARTES S.A.S,1018,2025,91,6,2917.63966059177
3082871,DISTRILACTEOS COLOMBIA,1263,2025,121,9,2621.45503935139
3082880,CELEBRATE,1430,2025,138,17,1618.76299238107
3082906,AGROINDUSTRIA LA MARGARITA S.A.S.,1098,2025,100,10,1174.41412144821
3082940,FUXIA ORQUESTA,1186,2025,110,12,2034.19061642202
3083032,FOTOCOPIAS SISTEMAS Y ALGO MAS,1110,2025,98,17,2177.19349024193
3083048,OME REPRESENTACIONES LTDA,1222,2025,115,11,638.810623251934
3083131,INTERCORPUS SPA SUR,1147,2025,105,11,1418.68311044841
3083142,MI CASA PREFABRICADA,1146,2025,106,10,2562.23138530237
3083144,CLEVER'S INDUSTRIA DE PRODUCTOS COLOMBIANOS,1335,2025,128,13,2119.311011125
3083172,TIENDA EL PAISA ANYELA,885,2025,75,5,2944.11992153776
3083186,LA GRAN BODEGA DE FRUVER,1386,2025,136,9,1086.02043301253
3083224,PARTHY VIDEOS,1165,2025,109,9,3407.28177386148
3083226,PRENDAS EXCLUSIVAS MARITO,1145,2025,105,13,3541.12590607988
3083228,SURTIPUNTOS DEL VALLE,982,2025,86,8,911.433151902833
3083313,DISEÑOS Y MUEBLES JHONNY,1087,2025,96,16,2907.13227457161
3083323,GESTIONES Y ADMINISTRACIONES EL GRAN COMERCIO,1167,2025,109,8,1961.82149576557
3083324,HOTELES MS INTERNACIONAL S.A.S.,689,2025,48,10,3584.37675178209
3083335,MISCELANEA REYNEL,982,2025,85,10,2894.12420160116
3083338,FRAXIWA,1208,2025,115,8,2995.5779918178
3083366,AY QUE CHURROS ARTESANAL,1040,2025,93,10,2761.54766949498
3083424,DORAL HOTEL BOUTIQUE,953,2025,80,14,3659.29923004824
3083460,DISTRICOLMENA COSMETICOS DEL NORTE,978,2025,84,11,2622.91857973424
3083488,ALMACEN CENTRO ENCHAPES,1155,2025,106,12,4789.47929691046
3083491,AVICOLA Y COMERCIALIZADORA EL LEON S.A.S.,777,2025,59,11,2841.59641358922
3083654,MISCELANEA MI GABY,1269,2025,122,9,2709.93378999262
3083685,HETORAUTOS,668,2025,46,10,2303.28941756177
3083725,IMPRENTA Y PAPELERIA ORIENTAL,989,2025,87,7,356.091050839794
3083748,MERKA FIESTA CALI,944,2025,80,10,909.381482273261
3083767,LABORATORIO DENTAL HANNA,846,2025,69,9,3781.47525886292
3083823,SUMINISTROS INDUSTRIALES Y ASESORIAS DE COLOMBIA,911,2025,73,17,3273.92327060139
3083825,INTRAS CENTRO DE RECONOCIMIENTO DE CONDUCTORES,1155,2025,106,11,1560.45237555179
3083834,CENTRO INTEGRAL DE SALUD ORAL ASTROCENTRO CALI S.A.S,1090,2025,97,14,664.019963250969
3083968,CENTRAL DE MATERIALES USC,1033,2025,92,8,883.402481759351
3083981,MICROTAXIMETROS Y LUJOS J.F,637,2025,42,10,1123.48449428769
3083995,OUR PETS,839,2025,67,11,628.479975474376
3084051,DISEÑOS Y PUNTADAS,1078,2025,97,11,611.910827520458
3084061,ESTRATEGIA Y LIDERAZGO EMPRESARIAL LIMITADA,927,2025,78,11,2454.41420948095
3084121,BODEGA DEL MUEBLE S.A- DESPACHOS,955,2025,80,14,979.38362415724
3084136,PELUQUERIA CANINA Y TIENDA VETERINARIA SUPER CAN,1313,2025,126,11,3125.08311163541
3084146,MATECH SAS,1118,2025,104,5,863.010104600043
3084148,CENTRO LÚDICO Y ARTISTICO GARABATOS,905,2025,74,14,2702.76375029773
3084243,JARDIN INFANTIL Y GUARDERIA THE LITTLES,1003,2025,88,9,922.76405645665
3084253,DKPEL COSMETICS,1035,2025,93,8,1511.96830070595
3084416,ACCIONES Y VALORES S.A LA LUNA,968,2025,83,11,1252.2788373872
3084451,CATALEY'A EVENTOS,912,2025,76,11,1201.01089477425
3084464,VARIEDADES LEO G,1092,2025,99,10,1675.23421707359
3084483,IMPORTICS,1244,2025,119,9,969.578217518654
3084487,MADEIRA CAFE BAR,1156,2025,106,13,1687.60726105552
3084500,TERR@ COMPUTER¿S,1076,2025,95,14,3055.23514973366
3084536,JOYERIA JAVIER BOTERO,1181,2025,110,11,3156.47510851644
3084558,BIACON SOCIEDAD POR ACCIONES SIMPLIFICADA,1266,2025,120,12,2288.9554556882
3084622,SORIANO.NET,1072,2025,96,10,3344.80727516938
3084672,PUNTO ROJO TIENDA MIXTA,1172,2025,111,5,781.970431991697
3084726,CASA CHINA YIN CHUAN,862,2025,71,8,2048.29651215809
3084736,CELULARES Y ACCESORIOS SHEKINA,1034,2025,94,5,2906.2207090666
3084762,TIENDA MIXTA HUEVO LOCO WIL,1027,2025,89,13,1641.34944963103
3084841,LA REBAJA PLUS NO 13 CALI MINIMARKET DROGUERIA,1140,2025,105,10,2945.68300726033
3084952,PERFUMES AMELIE,1175,2025,109,11,1481.46987509246
3084958,COMERCIALIZADORA VISION SALUD,1063,2025,97,7,2598.94176825004
3084995,TOTO INTERNATIONAL TRUST,954,2025,81,12,3458.36096687551
3085015,AGENCIA GESCOM SAS,933,2025,77,15,1394.72948747981
3085033,COMERCIALIZADORA LEGOTEX,1151,2025,107,9,3064.14548056526
3085059,TALLER DE JOYERIA D.M.J,1376,2025,134,11,3386.04102805744
3085071,POLLOS PAO PAO FRUTOS Y HELADOS,936,2025,80,8,1358.56188448423
3085252,H&L GESTION S.A.S,1024,2025,90,10,1085.74326646145
3085256,GARZON RODRIGUEZ MARGARITA,1157,2025,108,7,2933.34121404057
3085260,MISCELANEA Y FERRETERIA JC,985,2025,86,9,1088.29534234372
3085398,FINCA GLOBOS 3,1137,2025,103,14,2026.76333801868
3085458,JEANS MONCADA,1090,2025,99,10,2059.56068567342
3085486,DANA LONDOÑO E.U,945,2025,81,10,1730.60015264081
3085488,CASA GOLFILLED LTDA,1244,2025,121,4,2258.25255162736
3085513,CACHARRERIA JILAI STAR,1262,2025,121,8,3136.98509825102
3085520,ZONA - XERO CALI,1297,2025,126,8,2838.54270810636
3085624,4KIDS STORE,1347,2025,132,8,4246.39986502956
3085649,FRUTERIA NAYDA,1006,2025,87,12,799.814650356743
3085653,COMPRA VENTA LA GARANTIA CALI,1019,2025,88,13,728.196107918729
3085692,TIENDA MIXTA DANA SOFIA,1136,2025,107,5,1654.8314478412
3085708,BANCO DE BOGOTA CENTRO COMERCIAL LA 14 VALLE DE LILI,1229,2025,116,11,1711.44467678525
3085714,RESTAURANTE CING FEI,1012,2025,92,4,3482.88474640019
3085719,TIENDA KAHE M.T.,1004,2025,89,7,1899.7833179269
3085734,SOLUCIONES INTEGRALES EN TELEMATICA LTDA,983,2025,85,12,3380.82292727389
3085787,SALA DE ESTETICA NILPY,1396,2025,137,10,1795.43731332408
3085797,GRUPO INMOBILIARIO LA MANSION,586,2025,37,7,3444.68688806973
3085807,TEJIDOS JABA,1042,2025,96,3,2865.14799765988
3085841,ANA MILENA CAICEDO DE ORDOÑEZ,1114,2025,101,12,437.980358397425
3085867,FAJAS SOFIA,894,2025,74,12,2593.80806125451
3085911,SOLUCIONES INDUSTRIALES EN SERVICIOS DE COSTURA S.A.S SOLISER S.A.S,1197,2025,110,15,2214.09583342519
3085954,RAPITIENDA LA 47,720,2025,51,14,880.466421834778
3085981,CREACIONES ANILCA,1288,2025,124,9,1807.03355262349
3085992,PARA MASCOTAS & MISCELANEA,766,2025,58,10,2810.6583861975
3086017,COMERCIALIZADORA LATIN MOVIL N.3,657,2025,45,9,1818.9360983293
3086026,BARBERIA Y PELUQUERIA HENRY POTTER,943,2025,81,9,1598.94389463944
3086100,PANADERIA Y PASTELERIA PAN Y CAFE DEL VALLE,1112,2025,104,5,2815.75972894571
3086159,FERREALEX S.A.S,975,2025,84,11,1375.35133042039
3086181,EL SABOR DE LA SELVA,996,2025,86,12,2662.77970899617
3086227,PELOS PELUQUERIA,1159,2025,108,8,1620.45665052737
3086245,ACCESORIOS NISSI SC,883,2025,74,8,1730.08811751749
3086326,CONGELADOS CUP,1082,2025,98,10,2897.77714790665
3086360,ARANGO PEÑA YOHANNA CAROLINA,1186,2025,112,6,1649.86123509376
3086384,KARLOS A. OSORIO ARQUITECTURA DISEÑO Y DECORACION,1420,2025,141,8,1769.07213357711
3086408,APARTAHOTEL SAN NICOLAS,1187,2025,112,7,1311.32648589875
3086418,CYS COLOMBIA INGENIERIA S.A.S,1435,2025,143,8,1707.02558168696
3086432,COMERCIALIZADORA INTERNACIONAL SINGER,1196,2025,111,11,2512.11312595144
3086447,AGROVETERINARIA LA ESTANCIA,1106,2025,100,12,3133.48212369138
3086462,RELOJERIA Y JOYERIA ARTE SUIZO,650,2025,44,10,1169.33697982421
3086518,GRANERO Q.A.P J.A,851,2025,69,9,1149.79237684102
3086536,OASIS DEL DVD,1034,2025,92,9,2453.47644548853
3086628,LA GUACA DE CACIA,1264,2025,118,16,2382.73241825361
3086636,PAPELERIA AZA,1033,2025,92,10,2272.72105564548
3086752,HOTEL DON JAIME,1205,2025,114,9,3034.9357522614
3086763,RED UNIDOS,885,2025,73,9,1111.34630364888
3086767,ADICANES,1040,2025,93,9,-439.68789265523
3086769,SERVITEC LLANTAS S.A.S LA 70,1145,2025,105,11,2431.97444636567
3086786,SERVITEC LLANTAS S.A.S LA CORAZA,1038,2025,91,13,1370.81921883885
3086791,SERVITEC LLANTAS S.A.S PASOANCHO,1125,2025,103,10,4157.93560866345
3086792,SERVITEC LLANTAS S.A.S PORTAL DEL SUR,960,2025,83,8,1194.08041849697
3086831,PLS TCC HONG KONG,1178,2025,109,11,1625.75584338068
3086838,BURBUJA STORE,1077,2025,98,8,3557.10464116848
3086864,ALMACENES DIANAMAR,1082,2025,99,8,2751.99874838014
3086872,FRANJA AMARILLA DESIGN GROUP,717,2025,51,12,1750.53313176096
3086891,CLUB SOCIAL PUNTO AZUL,973,2025,83,12,1358.98962217118
3086897,AZABACHE DISCO CLUB,801,2025,63,10,2977.46826347336
3086948,LG SHOP CALI,770,2025,60,7,2005.39111517344
3087036,RECARGAX GUADALUPE,1011,2025,88,13,1426.46071953438
3087047,VARIEDADES ROSSY CALI,1076,2025,96,12,2843.85229386374
3087049,TIN  PUBLICIDAD,1174,2025,107,15,1341.01475787346
3087052,ABL DISTRIBUCIONES,1321,2025,127,11,765.82734367741
3087080,DIANA BOTERO COCINA GOURMET,1201,2025,111,13,1410.25118744721
3087085,TIENDA MIXTA LIDER,1287,2025,125,6,3348.779257539
3087087,BROTHER DEL VALLE,1005,2025,87,13,2745.35626288964
3087102,ALMACEN Y DESECHABLES SELLOPLAST,1026,2025,92,7,3922.263378469
3087129,TORTAS Y POSTRES ESTEFANIA,1311,2025,127,8,917.286082277983
3087140,CENTRO DE SERVICIO ASIA MOTOS,1105,2025,100,11,639.007517022174
3087151,DISTRIBELLEZA NEGOCIEMOS,766,2025,58,11,2001.02633285972
3087186,IMPRESORES LITHOSISTEMAS,921,2025,79,7,1796.7473138249
3087249,ESTACION DE SERVICIO LAS PILAS,1300,2025,125,9,3475.48889712828
3087312,A. A TIEMPO GRUAS,979,2025,85,10,1947.97410111367
3087334,TIENDA EL TESORO VILLA,1161,2025,108,8,2094.45600389789
3087336,FINANPROYECTO,1104,2025,100,10,2239.81070439277
3087373,OPERADOR TURISTICO CORRECAMINOS,993,2025,88,8,1504.74468995945
3087427,COCHES DEL PACIFICO S.A.,1034,2025,91,11,2281.00892057223
3087511,BATERIAS DOBLE A # 2,1186,2025,110,12,4847.74720847395
3087512,MECANICA INDUSTRIAL RAUL SANDOVAL SAS,1150,2025,105,12,2923.68484812188
3087520,DIVAS NAILS LB,1338,2025,131,8,1949.37045780701
3087534,GLOBAL SALUTY TOTAL SAS,1062,2025,95,11,1635.16219434045
3087568,ART COIFFURE PELUQUERIA Y SPA,910,2025,77,8,439.463761774545
3087569,LA ALDEA  CONSERVAS,1125,2025,104,8,2713.67388805034
3087586,PRESOTAS,1233,2025,118,8,3244.00689359458
3087591,TALENT MANAGEMENT SOLUTIONS,1554,2025,157,9,1381.46265081769
3087655,CONEXOS Y ASOCIADOS S.A.S,1011,2025,88,11,973.27235502627
3087656,LOTUS SALA DE BELLEZA INTEGRAL,1023,2025,92,7,2775.23456166216
3087661,ROMERO INMOBILIARIA S.A.S.,1280,2025,122,11,386.917961488286
3087666,SERVICIO MEDICO DE EMERGENCIA SAS,1339,2025,132,5,1553.81758695174
3087733,CALI SOUND,970,2025,84,11,833.455760636744
3087739,TALLER NISSAN AUTOS MECANICA,1230,2025,117,9,2147.61681370208
3087746,COMERCIALIZADORA FULLMARCAS,975,2025,86,7,3141.16690634412
3087846,ESTETICA  FORMAS E IMAGEN,911,2025,76,11,1990.36119206454
3087882,CREDI COLPENSIONES,1217,2025,116,8,2919.27472482311
3087883,CALI PRODUCTOS CONGELADOS,1128,2025,103,12,1489.54049607835
3087886,DISTRIBUIDORA LINCOL,1166,2025,110,7,1280.50734041567
3087914,RENTAMAS DEL VALLE ASESORES INMOBILIARIOS S.A.S.,960,2025,85,3,2397.66837281862
3087934,SH SOLUCIONES HOSPITALARIAS S.A.S.,1457,2025,145,9,2850.86842595145
3087949,TIENDA MIXTA DON JOSE,1235,2025,117,10,556.052420664833
3087961,SAN JOAQUIN MERLOT RESTAURANTE,1030,2025,91,11,2919.58865587239
3088041,MODA Y PUNTO 107,1252,2025,118,13,1847.16082000587
3088108,ASESORIA MANTENIMIENTO Y REPARACION ASCENSORES VERTICAL,884,2025,70,18,2652.65205702536
3088166,LICORES LA 44,1091,2025,97,15,2901.86752136769
3088175,CONFECCIONES SANBLUK,1385,2025,135,11,2770.37326224025
3088206,TIENDA MIXTA GERALDINE,1060,2025,95,10,348.803653108938
3088215,LA PASCALLA,1302,2025,123,16,1891.64114207058
3088232,OBRAS LOS PINOS,1062,2025,94,12,3211.22991874612
3088239,FUNDACIÓN DELAMUJER,634,2025,43,8,3439.08685917321
3088319,ABELARDO¿S POLLO FRITO,931,2025,78,12,1987.90444576413
3088322,PROJECT & MANAGEMENT IT INTELLIGENTORANGE,1147,2025,106,10,1376.87932068696
3088360,MR. FRUTIS,1387,2025,136,9,2167.34056393007
3088422,DISTRIBUCIONES J. TORO CALI,972,2025,85,8,2745.45040090048
3088525,GLOBOS Y ESTAMPADOS MICKEY,1143,2025,107,7,2043.154003565
3088571,TIENDA MIXTA YEYE,910,2025,76,11,2267.70266186341
3088599,TIENDA RUBIELA,891,2025,75,8,1549.64824238751
3088627,JERO JEANS,930,2025,81,6,2545.60804487729
3088653,GESTION SALEM,1360,2025,134,6,826.547810356381
3088751,TIENDA MIXTA LA ESQUINA C Y V,1284,2025,124,9,2375.49656482437
3088777,VEHIAUTOS CALI,1233,2025,115,14,1234.22877129324
3088817,CASAPATIN LA ESQUINA DEL DEPORTE,1312,2025,128,7,1707.40963410527
3088868,D'MUNDO ACCESORIOS,1018,2025,89,11,1008.99032968442
3088903,CICLO MUÑOZ REPUESTOS PARA CICLAS,1244,2025,119,8,327.315011239472
3088909,ARI COSMETICS,1123,2025,105,5,1790.30322851349
3088910,FERROPINTURAS Y MATERIALES DANNA,882,2025,74,8,1840.47058377845
3088914,RYC CALI,928,2025,79,8,-458.892455801388
3088915,PARADA LLANERA RESTAURANTE SUR,1110,2025,101,10,1440.16831797856
3088929,JOSHOAW,1143,2025,105,11,3899.88223866472
3088952,INVERSIONES LEITMOTIV S A S,1042,2025,92,12,735.241894303101
3088960,CHOIS BAR CLUB,897,2025,75,9,2475.1840658641
3088971,COMERCIALIZADORA LATIN MOVIL SHANGAY,696,2025,48,14,1812.38698821506
3089052,RESTAURANTE BAR GRANADITTA,1189,2025,111,11,2928.57005572783
3089112,FERROELECTRICOS LA 29,1033,2025,93,8,2367.55191305438
3089224,DAYFOOD - ALIMENTACION INTELIGENTE - 0,1210,2025,114,10,817.900714064525
3089227,FOSFENOS MEDIA,789,2025,61,10,3204.71228660989
3089257,M Y M ARQUITECTO,861,2025,69,13,1134.64979994737
3089267,GRANERO LA ABUNDANCIA DEL SINDICAL,1070,2025,97,8,1390.23209529656
3089301,FITNESS MARKET ROOSEVELT,820,2025,65,11,1343.99293343276
3089316,SOTO SAS SUR,700,2025,50,9,418.0638692488
3089365,DETALLES YESICA,1260,2025,120,11,2360.7201442095
3089403,RECORD'S MENSAJEROS CALI,1293,2025,123,14,3967.2475136195
3089409,DISTRIBUIDORA DE VERDURAS AYALA,902,2025,74,12,2233.99248557966
3089428,RESTAURANTE BAR MAZAO,1064,2025,93,15,801.777753884827
3089464,RESTAURANTE DANIE,861,2025,72,7,1637.86584457056
3089503,DOLCE ACQUA,1148,2025,108,6,1921.45028882743
3089554,JOSILOOK CENTRO DE BELLEZA,1097,2025,99,11,3110.34831271056
3089668,ELECTROAUTOS R Y R,927,2025,78,10,3587.95887627718
3089698,QUARK ESTETICA INTEGRAL,958,2025,81,14,2628.00215400477
3089786,ORTOPEDICOS FUTURO NORTE,878,2025,73,7,2838.49448371293
3089791,TITO GONZALEZ Y COMPAÑIA LIMITADA,1188,2025,111,10,163.128028030888
3089816,LATINO AUSTRALIA EDUCATION SAS,1219,2025,114,11,840.484452470859
3089822,JOYAS SANTY,1171,2025,109,9,1906.71066752188
3089825,MADERAS EL OTOBO CSL,915,2025,79,6,2433.57884970325
3089826,ELECTROMISCELANEA EL DANUBIO,737,2025,55,8,1412.23785657227
3089852,RIETI CARNICOS CARDONA MERCATODO FLORALIA CALI,1210,2025,113,11,451.884952678018
3089865,AGENCIA DE PUBLICIDAD AMERICAENLARED,1075,2025,96,13,2001.61996155512
3089892,FAMILIARTE,1083,2025,99,7,2060.58136309389
3089916,COSMETICOS LUNA,1312,2025,126,12,1196.51376763814
3089959,TIENDA MIXTA CLARIVEL,924,2025,78,11,1977.05586180309
3089972,MISCELANEA TIENDA SARA STEPHANI,1338,2025,129,12,3689.0368356939
3090000,ELIZABETH NARANJO WAYUU BAGS,1016,2025,90,10,2365.57475722668
3090025,FERROELECTRICOS CERON,984,2025,82,17,655.724475637092
3090041,SERVICIO ELECTRICO QUIÑONES,1060,2025,95,10,2874.93793778641
3090081,POMARROSA CALI,1190,2025,110,13,2081.62752995931
3090092,DIEGO GARCES ARTISTA EN MICROPIGMENTACION,1049,2025,95,7,2465.64281316782
3090122,TRANSPORTES LINEAS DEL VALLE S.A.S,927,2025,77,12,3001.83766119664
3090138,MISCELANEA VENECOL Y COMUNICACIONES,1042,2025,93,9,1023.68914825321
3090177,COMIDAS RAPIDAS JHONSON,594,2025,36,11,2651.61558542648
3090332,VAL DISEÑOS,995,2025,87,9,831.050237204948
3090334,M.G LONDOÑO E.U,1184,2025,111,8,3085.47903443831
3090338,BURBUJAS CLEAN,1068,2025,96,10,3933.81296783414
3090361,CAMBIONET.NET,1228,2025,117,7,3079.83066445373
3090382,PROEVAL INGENIEROS S.A.,1190,2025,112,8,2926.2664347513
3090398,CHIVOS BAR # 2,1230,2025,116,10,3196.78471516504
3090437,DISRETENES Y BALINERAS LTDA,1233,2025,116,10,2222.95730976389
3090455,TOYO-STAR,737,2025,57,6,2227.35493284517
3090509,WILLIAM'SON ESCUELA Y ACADEMIA DE DANZA,1088,2025,100,6,-46.0984078005281
3090517,HAMBURG SUD COLOMBIA LTDA,1411,2025,141,6,436.208522836092
3090627,GIGANET CALI,1016,2025,88,13,2819.20484890874
3090666,FRUTAS Y VERDURAS JM DOUGLAS,1176,2025,111,6,1821.00276926084
3090769,PELUQUERIA ESTILO DIVINO,1136,2025,104,12,1668.41617236572
3090799,SABOR Y PASION,1213,2025,114,11,2902.83785971515
3090802,CESPODAMOS,1062,2025,93,14,905.936773345886
3090824,HAMID HEJAZI,969,2025,84,10,2927.15367757772
3090874,YN D¿ORO,1099,2025,102,6,1982.90418079782
3090965,SERVICIOS E INGENIERIA MEJIA Y ASOCIADOS LTDA,1147,2025,105,11,1515.78403652999
3091020,ESPACIOS MODULARES COSTA S.A.S.,1081,2025,95,15,1849.62467136781
3091072,ECO GLOBAL,1106,2025,101,10,1975.80699092405
3091081,PASAJES CHIPICHAPE,1186,2025,110,11,1137.89918310376
3091105,MACCELL ACCESORIOS PARA CELULARES,938,2025,81,8,3265.30127939142
3091113,RKASTLE'S,1310,2025,128,5,1800.54635341467
3091128,BILLARES Y JUEGO DE SAPO BRAINS,1518,2025,155,4,2329.03516007456
3091144,CONSTRUARTE J.L,1404,2025,137,12,3958.236820994
3091145,HELLO PRINCESS SHOP,1023,2025,89,14,3353.00346426282
3091221,ABE CONSULTORES,730,2025,54,9,628.366782812463
3091286,FB INGENIERIA TECNOLOGIA INTELIGENTE,1108,2025,101,9,1892.66181278096
3091296,LICORES EL PRIMO,1272,2025,122,9,1532.0598532075
3091302,DISTRIBUIDORA DE POLLO POLLO PA¿ YA,1261,2025,119,11,3538.47469787093
3091332,TIENDA EMILIANO LOPEZ,875,2025,69,16,2078.5577533065
3091379,SURTIHOGAR JOHANA ANDREA,894,2025,72,15,2519.70302642147
3091422,CLAUDIA NARANJO BOUTIQUE,1144,2025,103,15,3905.58060640188
3091472,LUGO MARROQUINERIA,1224,2025,116,10,1257.65510531286
3091499,PIÑATERIA DIVERPARTY DIVERSION Y FIESTA,1291,2025,122,14,751.279270396892
3091597,VIDEO BAR EL GUARO Y DESPECHO,1254,2025,120,7,1703.91975167621
3091685,AUTOPARTES BRAVO,901,2025,76,8,3022.32009006067
3091694,ERGUZ INMOBILIARIA,831,2025,67,8,1942.33055619069
3091771,JUEGO DE SAPO LOS AMIGOS,698,2025,50,10,1865.32664928458
3091786,TIENDA NATURISTA JOSE CELESTINO MUTIS CALI,1215,2025,113,14,2602.02545673373
3091808,SKA LA EVENTOS  Y PRODUCCIONES   S A S,1261,2025,121,9,475.419493625047
3091851,INMOBILIARIA PACIFIC,1177,2025,108,13,2607.92937557666
3091865,ALIANZA SERVICIOS Y GESTIONES,897,2025,74,12,851.543628409806
3091867,A Y M LAVANDERIA,1406,2025,139,8,1758.09481340909
3091966,GLADIADOR C.A.F,1008,2025,91,5,2618.77669764648
3091992,INGENI@R,1459,2025,144,11,2601.70253360036
3092025,ADRI EXTENSION'S,1194,2025,114,6,999.087163498984
3092033,GRANERO Y FRUVER JJ MUNICIPAL,1335,2025,130,9,3062.9509492418
3092035,AFRODITA¿S SEX BOUTIQUE CALI,1154,2025,108,7,3116.18780898191
3092046,CALZADO GALLEGO¿S,1079,2025,98,8,1414.72735312265
3092065,SOLUCIONES JURIDICAS ESPECIALIZADAS,898,2025,75,10,2621.27518259764
3092081,EL MUNDO VARIEDADES JP,983,2025,86,9,1744.28195526519
3092113,TIENDA MIXTA SOFI SANTA ELENA,1094,2025,99,11,1050.67431376412
3092181,SEGURIDAD TOTAL DE OCCIDENTE,1180,2025,107,17,1330.929660547
3092238,VARIEDADES KMOKA,1106,2025,99,14,3525.63489608361
3092263,DISTRIBUCIONES MATEO,1054,2025,96,7,1413.21211304224
3092266,ASESORIAS Y REPRESENTACIONES JURIDICAS Y TRIBUTARIAS S.A.,1147,2025,105,13,1044.63572691879
3092287,JAIRO SEJNAUI GLOBOS,994,2025,87,10,249.395634372388
3092350,METROBRAS AUTOMATIZACION SAS,992,2025,87,10,2766.47549944256
3092397,SUPERMARKET PUENTE BLANCO DEL SUR,814,2025,64,11,1754.94740497089
3092399,NEXCOL CIUDAD 2000,1265,2025,121,9,2638.07808087773
3092407,INTER CAR'S TAPICERIA,1105,2025,101,9,1400.56376403498
3092505,PET HOUSE S.A.S,1077,2025,98,8,1893.07225208213
3092521,TIENDA L M P,954,2025,81,10,851.318545208321
3092536,OPTICA MAS VISION,1040,2025,94,7,2068.44138190407
3092656,CUBIERTAS TENSO ESTRUCTURAS,891,2025,73,12,2414.32455875019
3092673,TALLER INDUSTRIAL POLO,897,2025,74,12,2539.03441931014
3092708,FOCAR INGENIEROS ASOCIADOS S.A,716,2025,52,10,2641.16319451314
3092750,LECHONAS DEL VALLE,1301,2025,125,11,2603.02936871576
3092800,IO ENGINEERING LTDA,1124,2025,103,10,3399.96476933086
3092802,DISTRIBUCIONES - PREVENSALUD,883,2025,72,12,608.381380804863
3092841,VARIEDADES Y LICORES HAMOR,1348,2025,129,14,1823.48553304177
3092859,ISAPIERRE WEAR,1209,2025,116,5,2911.5354608598
3092861,MEDICINA BIOLOGICA VETERINARIA CALICAN,1245,2025,119,9,3191.97691980398
3092865,CARGO VISION S.A.S,1059,2025,94,11,2634.04876320474
3092892,SERVICOPIOSSA,1005,2025,89,7,839.312700644204
3092941,E. GOMEZ GONZALEZ S A S,1075,2025,98,9,2966.56667869841
3092992,MINIMARKET JGB S.A. 6,1179,2025,110,9,2284.54074029621
3093093,JACKY WORLD CENTER COMUNICACIONES,1271,2025,120,13,2915.88894724739
3093132,FRIOELECTRICOS MOLINA,1419,2025,140,10,1880.82076265526
3093168,SERTRANS CALI,981,2025,87,5,1949.12127081125
3093174,RESTAURANTE LA GUACA BURGUER,904,2025,75,12,2448.17902745299
3093180,COLOMBIANOS ESTIBANDO,1120,2025,103,10,2770.60434492211
3093191,MUEBLERIA LA 27,1702,2025,176,9,1734.93298253638
3093290,VALOR ASESORES EN CALIDAD Y EXPERTOS EN ALIMENTOS,1015,2025,89,10,2767.67982275778
3093355,BIOMARKET SALUD,1330,2025,129,10,1598.94858898786
3093412,DISTRIBUIDORA DE PESCADOS Y MARISCOS EL TIBURON,1058,2025,94,12,2268.69390151808
3093425,HELADERIA EL MANANTIAL DEL BUEN SABOR,985,2025,88,5,1418.57776744712
3093493,DISCO CLUB PR,955,2025,82,9,1803.62089121889
3093599,COSMETICOS LA ESPAÑOLA,1035,2025,95,4,732.459781976665
3093605,ALMACEN EL AGUILA,1427,2025,141,10,948.160500031652
3093631,EAR CORPORATION,1160,2025,108,10,1912.72704820999
3093646,CONFECCIÓN DE ROPA TIENDA Y ABARROTES LA BACANERIA,1196,2025,112,10,939.696102666882
3093739,MUNDIAL DE SOPORTES Y MONTAJES DE OCCIDENTE MT SAS,1272,2025,121,11,1829.89380273951
3093800,LABORATORIO DENTAL LA PRIMAVERA,1508,2025,152,8,3815.24179824896
3093844,DROGUERIA MEGAFARMA DE COLSEGUROS,1256,2025,119,10,3477.27294823139
3093871,ANTONIO JOYEROS SUR,814,2025,64,10,1847.68104089233
3093928,PROTEGEMOS GC,908,2025,74,14,3621.0125108368
3093943,DISTRIASEO GLADIADOR,780,2025,60,9,-924.264220808863
3093950,DISTRIBUCIONESIMCA,520,2025,29,7,906.626256359672
3094004,ESTANQUILLO LA 35 DE LA ESQUINA,1342,2025,132,6,2067.14535696728
3094019,ZARA CHIPICHAPE,1003,2025,88,10,1698.63227276239
3094021,STRADIVARIUS CHIPICHAPE,1179,2025,110,10,1390.34028977967
3094127,MEGA CHULETAS CHEPE,1342,2025,130,12,1100.97966116744
3094161,EVENTOS COLIBRI,999,2025,87,10,1037.46185306511
3094167,CENTRO DE BELLEZA FANNY,1055,2025,97,5,1013.03897976193
3094227,LAVANDERIA CENTENARIO,1168,2025,109,10,2254.04361860509
3094235,BUCHELLY & CIA S. EN C.,1160,2025,106,14,2884.35055091595
3094313,RESORTES CRISVAL,945,2025,81,10,2087.02231792793
3094372,PIÑATAS & DECORACIONES TITAN,1246,2025,118,10,1853.26781112017
3094378,OPERACION LOGISTICA ADUANERA INTERNACIONAL S.A.S,1219,2025,114,13,2628.59834819363
3094473,C VIDAL COLOMBIA FORENSE,1037,2025,93,9,3864.1131337104
3094490,SUMMER SHOES,869,2025,69,14,2576.86100335424
3094521,TIENDA MIXTA ROSA  MONTOYA,1230,2025,116,11,1841.19294318151
3094577,ESTRUCTURAS METALICAS MUÑOZ,1380,2025,136,8,1565.80648747491
3094620,ABC ASESORES EMPRESARIALES LTDA,1371,2025,135,8,2446.69044828704
